,ppCode,Carpark Name,Total Lots,Lot Type,Parking System,WeekDay Rates,WeekDay Minimum,Saturday Rates,Saturday Minimum,Sunday & PH Rates,Sunday & PH Minimum,Start Time,End Time
956,N0012,NORTH BRIDGE ROAD MARKET OFF STREET,13,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
957,N0012,NORTH BRIDGE ROAD MARKET OFF STREET,13,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
958,N0013,NORTH BRIDGE ROAD OFF  STREET,92,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,11:00
959,N0013,NORTH BRIDGE ROAD OFF  STREET,92,Car,Electronic,$0.75,30 mins,$0.60,30 mins,$0.60,30 mins,11:00,17:00
960,N0013,NORTH BRIDGE ROAD OFF  STREET,92,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:30
961,N0013,NORTH BRIDGE ROAD OFF  STREET,92,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
962,N0013,NORTH BRIDGE ROAD OFF  STREET,92,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
963,N0013,NORTH BRIDGE ROAD OFF  STREET,18,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
964,N0013,NORTH BRIDGE ROAD OFF  STREET,18,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
965,N0014,NORTH CANAL ROAD ,24,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,08:30,17:00
966,N0014,NORTH CANAL ROAD ,24,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
967,N0016,NEYTHAL ROAD ,54,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,19:00
968,N0016,NEYTHAL ROAD ,0,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,07:00,19:00
969,N0020,NEW MARKET ROAD ,0,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,08:30,17:00
970,N0020,NEW MARKET ROAD ,0,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
971,N0020,NEW MARKET ROAD ,16,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
972,N0023,NETHERAVON ROAD ,16,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:00
973,N0023,NETHERAVON ROAD ,5,Motorcycle,Coupon,$0.65,900 mins,$0.65,900 mins,$0.65,900 mins,07:00,22:00
974,N0047,NEIL ROAD ,7,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,08:30,17:00
975,N0047,NEIL ROAD ,7,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
976,O0004,OLD UPPER THOMSON ROAD ,53,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
977,O0005,OLD UPPER THOMSON ROAD OFF STREET,17,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
978,O0007,OWEN ROAD/ DORSET ROAD / CAMBRIDGE ROAD,13,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,07:00,22:30
979,O0007,OWEN ROAD/ DORSET ROAD / CAMBRIDGE ROAD,13,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
980,O0007,OWEN ROAD/ DORSET ROAD / CAMBRIDGE ROAD,13,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,22:30,07:00
981,O0007,OWEN ROAD/ DORSET ROAD / CAMBRIDGE ROAD,10,Motorcycle,Coupon,$0.65,930 mins,$0.65,930 mins,$0.00,0 mins,07:00,22:30
982,O0007,OWEN ROAD/ DORSET ROAD / CAMBRIDGE ROAD,10,Motorcycle,Coupon,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
983,O0008,OLD AIRPORT ROAD ,16,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
984,O0008,OLD AIRPORT ROAD ,4,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
985,O0010,OUTRAM ROAD ,27,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
986,O0013,OUTRAM HILL ,11,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
987,O0013,OUTRAM HILL ,10,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
988,O0026,OPAL CRESCENT ,46,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
989,O0027,ONAN ROAD ,55,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
990,O0027,ONAN ROAD ,5,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
991,O0028,OUTRAM ROAD OFF STREET ,39,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
992,O0028,OUTRAM ROAD OFF STREET ,39,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
993,O0028,OUTRAM ROAD OFF STREET ,39,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
994,O0028,OUTRAM ROAD OFF STREET ,6,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
995,O0028,OUTRAM ROAD OFF STREET ,6,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
996,O0029,ONAN ROAD OFF STREET ,15,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
997,O0029,ONAN ROAD OFF STREET ,2,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
998,O0031,ONAN ROAD / JOO CHIAT ROAD OFF STREET,20,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
999,P0002,PAHANG STREET ,25,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
1000,P0002,PAHANG STREET ,3,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
1001,P0006,PECK SEAH STREET ,4,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,08:30,17:00
1002,P0006,PECK SEAH STREET ,4,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
1003,P0006,PECK SEAH STREET ,3,Heavy Vehicle,Coupon,$2.40,30 mins,$2.40,30 mins,$1.20,30 mins,08:30,17:00
1004,P0006,PECK SEAH STREET ,3,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,17:00,22:00
1005,P0006,PECK SEAH STREET ,11,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
1006,P0009,PENANG LANE ,12,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,08:30,17:00
1007,P0009,PENANG LANE ,12,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
1008,P0009,PENANG LANE ,29,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
1009,P0010,PERUMAL ROAD ,8,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
1010,P0011,PETAIN ROAD (SERANGOON ROAD / JALAN BESAR),62,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
1011,P0012,PHILLIP STREET ,24,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,08:30,17:00
1012,P0012,PHILLIP STREET ,24,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
1013,P0013,PRINCE EDWARD ROAD / SHENTON WAY OFF STREET,84,Car,Electronic,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,07:00,11:00
1014,P0013,PRINCE EDWARD ROAD / SHENTON WAY OFF STREET,84,Car,Electronic,$1.50,30 mins,$1.20,30 mins,$0.60,30 mins,11:00,17:00
1015,P0013,PRINCE EDWARD ROAD / SHENTON WAY OFF STREET,84,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:30
1016,P0013,PRINCE EDWARD ROAD / SHENTON WAY OFF STREET,84,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
1017,P0013,PRINCE EDWARD ROAD / SHENTON WAY OFF STREET,84,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
1018,P0013,PRINCE EDWARD ROAD / SHENTON WAY OFF STREET,66,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
1019,P0013,PRINCE EDWARD ROAD / SHENTON WAY OFF STREET,66,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
1020,P0015,PRINSEP STREET (MIDDLE/ROCHOR CANAL),47,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,08:30,17:00
1021,P0015,PRINSEP STREET (MIDDLE/ROCHOR CANAL),47,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
1022,P0015,PRINSEP STREET (MIDDLE/ROCHOR CANAL),5,Heavy Vehicle,Coupon,$2.40,30 mins,$2.40,30 mins,$1.20,30 mins,08:30,17:00
1023,P0015,PRINSEP STREET (MIDDLE/ROCHOR CANAL),5,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,17:00,22:00
1024,P0015,PRINSEP STREET (MIDDLE/ROCHOR CANAL),26,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
1025,P0018,PURVIS STREET ,44,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,08:30,17:00
1026,P0018,PURVIS STREET ,44,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
1027,P0018,PURVIS STREET ,6,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
1028,P0023,PLUMER ROAD ,11,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
1029,P0024,PRINCE OF WALES ROAD ,23,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
1030,P0025,PRINCESS OF WALES ROAD ,3,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
1031,P0028,PROME ROAD ,2,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
1032,P0031,PEPYS ROAD OFF STREET ,30,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
1033,P0031,PEPYS ROAD OFF STREET ,5,Motorcycle,Coupon,$0.65,570 mins,$0.65,570 mins,$0.00,0 mins,08:30,17:00
1034,P0033,PASIR RIS CLOSE OFF STREET,302,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
1035,P0033,PASIR RIS CLOSE OFF STREET,302,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
1036,P0033,PASIR RIS CLOSE OFF STREET,302,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
1037,P0033,PASIR RIS CLOSE OFF STREET,64,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
1038,P0033,PASIR RIS CLOSE OFF STREET,64,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
1039,P0035,PHENG GECK AVENUE ,57,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
1040,P0036,PUAY HEE AVENUE ,11,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
1041,P0038,PERAK ROAD ,11,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,22:00
1042,P0048,PEARL BANK OFF STREET ,22,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
1043,P0048,PEARL BANK OFF STREET ,22,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
1044,P0048,PEARL BANK OFF STREET ,22,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
1045,P0048,PEARL BANK OFF STREET ,12,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
1046,P0048,PEARL BANK OFF STREET ,12,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
1047,P0049,PENSHURST PLACE ,8,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,22:00
1048,P0051,PENHAS ROAD ,23,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
1049,P0054,PASIR PANJANG FOOD CENTRE OFF STREET,61,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
1050,P0054,PASIR PANJANG FOOD CENTRE OFF STREET,61,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
1051,P0054,PASIR PANJANG FOOD CENTRE OFF STREET,61,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
1052,P0054,PASIR PANJANG FOOD CENTRE OFF STREET,17,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
1053,P0054,PASIR PANJANG FOOD CENTRE OFF STREET,17,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
1054,P0055,PETAIN ROAD (JALAN BESAR / TYRWHITT ROAD),4,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
1055,P0072,PENNEFATHER ROAD ,5,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
1056,P0075,PENHAS ROAD / LAVENDER STREET OFF STREET,29,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
1057,P0075,PENHAS ROAD / LAVENDER STREET OFF STREET,29,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
1058,P0075,PENHAS ROAD / LAVENDER STREET OFF STREET,29,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
1059,P0076,PANDAN ROAD ,91,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
1060,P0077,PANDAN AVENUE ,16,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
1061,P0078,PANDAN CRESCENT ,2,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
1062,P0078,PANDAN CRESCENT ,2,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
1063,P0078,PANDAN CRESCENT ,2,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
1064,P0081,PIONEER SECTOR 1 ,104,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
1065,P0081,PIONEER SECTOR 1 ,65,Motorcycle,Coupon,$0.65,570 mins,$0.65,570 mins,$0.00,0 mins,08:30,17:00
1066,P0082,PIONEER SECTOR 2 ,63,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
1067,P0082,PIONEER SECTOR 2 ,3,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,07:00,19:00
1068,P0082,PIONEER SECTOR 2 ,104,Motorcycle,Coupon,$0.65,570 mins,$0.65,570 mins,$0.00,0 mins,08:30,17:00
1069,P0083,PIONEER SECTOR 3 ,18,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
1070,P0083,PIONEER SECTOR 3 ,15,Motorcycle,Coupon,$0.65,570 mins,$0.65,570 mins,$0.00,0 mins,08:30,17:00
1071,P0086,PANDAN LOOP ,58,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,19:00
1072,P0093,PASIR PANJANG ROAD OFF  STREET,19,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
1073,P0093,PASIR PANJANG ROAD OFF  STREET,19,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
1074,P0093,PASIR PANJANG ROAD OFF  STREET,19,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
1075,P0093,PASIR PANJANG ROAD OFF  STREET,9,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
1076,P0093,PASIR PANJANG ROAD OFF  STREET,9,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
1077,P0094,PASIR PANJANG ROAD / SOUTH BUONA VISTA ROAD,26,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
1078,P0094,PASIR PANJANG ROAD / SOUTH BUONA VISTA ROAD,26,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
1079,P0094,PASIR PANJANG ROAD / SOUTH BUONA VISTA ROAD,26,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
1080,P0094,PASIR PANJANG ROAD / SOUTH BUONA VISTA ROAD,16,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
1081,P0094,PASIR PANJANG ROAD / SOUTH BUONA VISTA ROAD,16,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
1082,P0095,PENJURU CLOSE ,11,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
1083,P0096,PENANG ROAD OFF STREET ,19,Car,Electronic,$1.20,30 mins,$1.20,30 mins,$0.70,30 mins,07:00,17:00
1084,P0096,PENANG ROAD OFF STREET ,19,Car,Electronic,$0.70,30 mins,$0.70,30 mins,$0.70,30 mins,17:00,22:30
1085,P0096,PENANG ROAD OFF STREET ,19,Car,Electronic,$0.70,30 mins,$0.70,30 mins,$0.70,30 mins,22:30,07:00
1086,P0096,PENANG ROAD OFF STREET ,19,Car,Electronic,$5.60,510 mins,$5.60,510 mins,$5.60,510 mins,22:30,07:00
1087,P0099,PIONEER SECTOR WALK ,29,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
1088,P0102,PANDAN GARDENS ,22,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,07:00,19:00
1089,P0106,PASIR PANJANG ROAD/ CLEMENTI ROAD OFF ST,48,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
1090,P0106,PASIR PANJANG ROAD/ CLEMENTI ROAD OFF ST,48,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
1091,P0106,PASIR PANJANG ROAD/ CLEMENTI ROAD OFF ST,48,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
1092,P0106,PASIR PANJANG ROAD/ CLEMENTI ROAD OFF ST,3,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
1093,P0106,PASIR PANJANG ROAD/ CLEMENTI ROAD OFF ST,3,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
1094,P0109,PASIR RIS PARK CAR PARK E OFF STREET,26,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
1095,P0109,PASIR RIS PARK CAR PARK E OFF STREET,26,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
1096,P0109,PASIR RIS PARK CAR PARK E OFF STREET,26,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
1097,P0109,PASIR RIS PARK CAR PARK E OFF STREET,10,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
1098,P0109,PASIR RIS PARK CAR PARK E OFF STREET,10,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
1099,P0111,PAHANG STREET OFF STREET,32,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,11:00
1100,P0111,PAHANG STREET OFF STREET,32,Car,Electronic,$0.75,30 mins,$0.75,30 mins,$0.75,30 mins,11:00,17:00
1101,P0111,PAHANG STREET OFF STREET,32,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:30
1102,P0111,PAHANG STREET OFF STREET,32,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
1103,P0111,PAHANG STREET OFF STREET,32,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
1104,P0113,PASIR PANJANG FOOD CENTRE (TEMP) OFF ST,76,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
1105,P0113,PASIR PANJANG FOOD CENTRE (TEMP) OFF ST,76,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
1106,P0113,PASIR PANJANG FOOD CENTRE (TEMP) OFF ST,76,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
1107,P0113,PASIR PANJANG FOOD CENTRE (TEMP) OFF ST,16,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
1108,P0113,PASIR PANJANG FOOD CENTRE (TEMP) OFF ST,16,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
1109,P0116,PRINCE PHILIP AVENUE ,60,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
1110,P0116,PRINCE PHILIP AVENUE ,60,Car,Coupon,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
1111,P0116,PRINCE PHILIP AVENUE ,60,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
1112,P0117,PECK SEAH STREET OFF STREET,157,Car,Electronic,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,07:00,11:00
1113,P0117,PECK SEAH STREET OFF STREET,157,Car,Electronic,$1.50,30 mins,$1.20,30 mins,$0.60,30 mins,11:00,17:00
1114,P0117,PECK SEAH STREET OFF STREET,157,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:30
1115,P0117,PECK SEAH STREET OFF STREET,157,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
1116,P0117,PECK SEAH STREET OFF STREET,157,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
1117,P0117,PECK SEAH STREET OFF STREET,65,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
1118,P0117,PECK SEAH STREET OFF STREET,65,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
1119,Q0001,QUEEN STREET ,6,Car,Coupon,$1.20,30 mins,$1.20,30 mins,$0.60,30 mins,08:30,17:00
1120,Q0001,QUEEN STREET ,6,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,17:00,22:00
1121,Q0001,QUEEN STREET ,0,Heavy Vehicle,Coupon,$2.40,30 mins,$2.40,30 mins,$1.20,30 mins,08:30,17:00
1122,Q0001,QUEEN STREET ,0,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$1.20,30 mins,17:00,22:00
1123,Q0001,QUEEN STREET ,32,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
1124,Q0002,QUEEN STREET (ARAB STREET / ROCHOR ROAD),22,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
1125,Q0002,QUEEN STREET (ARAB STREET / ROCHOR ROAD),12,Motorcycle,Coupon,$0.65,870 mins,$0.65,870 mins,$0.65,870 mins,08:30,22:00
1126,Q0004,QUALITY ROAD ,30,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.00,0 mins,08:30,17:00
1127,Q0006,QUEEN STREET OFF STREET,91,Car,Electronic,$1.40,30 mins,$1.40,30 mins,$0.75,30 mins,07:00,17:00
1128,Q0006,QUEEN STREET OFF STREET,91,Car,Electronic,$0.75,30 mins,$0.75,30 mins,$0.75,30 mins,17:00,22:30
1129,Q0006,QUEEN STREET OFF STREET,91,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
1130,Q0006,QUEEN STREET OFF STREET,91,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
1131,Q0006,QUEEN STREET OFF STREET,19,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
1132,Q0006,QUEEN STREET OFF STREET,19,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
1133,Q0008,QUEENSWAY OFF STREET ( RIDEOUT TEA GARDEN),66,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,07:00,22:30
1134,Q0008,QUEENSWAY OFF STREET ( RIDEOUT TEA GARDEN),66,Car,Electronic,$5.00,510 mins,$5.00,510 mins,$5.00,510 mins,22:30,07:00
1135,Q0008,QUEENSWAY OFF STREET ( RIDEOUT TEA GARDEN),66,Car,Electronic,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,22:30,07:00
1136,Q0008,QUEENSWAY OFF STREET ( RIDEOUT TEA GARDEN),17,Motorcycle,Electronic,$0.65,930 mins,$0.65,930 mins,$0.65,930 mins,07:00,22:30
1137,Q0008,QUEENSWAY OFF STREET ( RIDEOUT TEA GARDEN),17,Motorcycle,Electronic,$0.65,510 mins,$0.65,510 mins,$0.65,510 mins,22:30,07:00
1138,Q0009,QUEEN'S CRESCENT HEAVY VEHICLE PARK,70,Heavy Vehicle,Coupon,$1.20,30 mins,$1.20,30 mins,$0.00,0 mins,07:00,19:00
1139,R0001,RACE COURSE LANE ,6,Car,Coupon,$0.60,30 mins,$0.60,30 mins,$0.60,30 mins,08:30,22:00
